asin,title,original_price,discounted_price,rating,weight,brand,categories
B08QDKV99N,"MAJESTIC PURE Himalayan Salt Body Scrub with Collagen and Sweet Almond Oil - Exfoliating Salt Scrub to Exfoliate & Moisturize Skin, Deep Cleansing - 10 oz",16.99,13.59,4.30,0.6250000000,MAJESTIC PURE,Beauty&PersonalCare>SkinCare
B08QHW1RWB,"HOME SO Suction Cup Hooks for Shower, Bathroom, Kitchen, Glass Door, Mirror, Tile – Loofah, Towel, Coat, Bath Robe Hook Holder for Hanging up to 15 lbs – Waterproof, Dark, Matte Black (2-Pack)",24.99,20.99,4.40,0.0200000000,HOME SO,Home&Kitchen>Bath
B08QRHGP1K,"PowerLocus Bluetooth Headphones for Kids, Wireless Foldable Headphones Over Ear, Headphone with Microphone, 85DB Volume Limit, Wireless and Wired Headset with Micro SD, FM for Cellphones, Tablets, PC",28.88,25.99,4.50,0.3625000000,PowerLocus,"Electronics>Headphones,Earbuds&Accessories>Headphones&Earbuds"
B08QVLH26Q,"NearMoon Bathroom Toilet Paper Holder, Premium SUS304 Stainless Steel Rustproof Wall Mounted Toilet Roll Holder for Bathroom, Kitchen, Washroom (1 Pack, Brushed Nickel)",12.99,7.99,4.50,0.0395949752,NearMoon,Home&Kitchen>Bath
B08QYJJZQH,"Newborn Lounger Cover, Baby Padded Loungers Cover, Removable Infant Lounger Slipcover for Baby Boys Girls, Adventure Mountains",15.99,13.99,4.70,0.3312500000,Generic,BabyProducts>Activity&Entertainment
B08QYJMJQ3,"2 Pack Power Strip Surge Protector - 5 Widely Spaced Outlets 3 USB Charging Ports, 1875W/15A with 6Ft Braided Extension Cord, Flat Plug, Overload Surge Protection, Wall Mount for Home Office",35.99,29.99,4.70,1.8000000000,Addtam,Electronics>Accessories&Supplies
B08QYY3JBZ,"iiwey Dash Cam Front Rear and Inside 1080P Three Channels with IR Night Vision Car Camera SD Card Included Dashboard Camera Dashcam for Cars HDR Motion Detection and G-Sensor for Car, Taxi, Uber",129.99,59.90,4.00,0.8812500000,IIWEY,Automotive>CarElectronics&Accessories
B08R1R2GBQ,"Grechi Dinosaur Bath Toys,Baby Bath Toys for The Baby Bathtub,Toddler Bath Toys Automatic Bubble Machine,Plays 12 Children’s Songs,Bath Toy Makes Great Gifts for Toddlers Age 2 3 Year Old Girl Boy",17.99,14.99,3.60,0.9500000000,Generic,Toys&Games>Baby&ToddlerToys
B08R73ZJ6P,"Charging Station for Multiple Devices 40W Upoy, Wall Charger Block 5 USB Ports(Shared 6A), USB Charging Hub Smart IC, Charger Tower with Type-C 3A for iPhone iPad Tablets Smartphones, Home Office Use",26.99,13.99,4.50,0.4687500000,Upoy,Electronics>Accessories&Supplies
B08R8SSB4G,AmLactin Intensive Healing Body Cream – 12 oz Tub – 2-in-1 Exfoliator and Moisturizer for Dry Skin with 15% Lactic Acid and Ceramides for 24-Hour Moisturization,24.99,19.99,4.60,0.7500000000,AmLactin,Beauty&PersonalCare>SkinCare
B08R8ZCZNB,UniqueMe [2+3 Pack Compatible with Samsung Galaxy S21 5G - 6.2 inch Tempered Glass + Camera Lens Protector Screen Protector with Easy Installation Frame[9H Hardness][Not for Samsung S21 Plus],14.43,12.99,4.30,0.1806250000,UniqueMe,Electronics>Accessories&Supplies
B08RB26C8X,"TECKNET Trucker Bluetooth Headset with Microphone Noise Canceling Wireless On Ear Headphones, Hands Free Wireless Headset for Cell Phone Computer Office Home Call Center Skype (Black)",69.99,44.99,4.10,0.6562500000,TECKNET,"Electronics>Headphones,Earbuds&Accessories>Headphones&Earbuds"
B08RBQYDWT,"Deli 36 Pack Colored Pencils with Built-in Sharpener in Tube Cap, Vibrant Color Presharpened Pencils for School Kids Teachers, Soft Core Art Drawing for Coloring, Sketching, and Painting",16.99,9.98,4.70,0.0176250000,Leven,"Arts,Crafts&Sewing>Painting,Drawing&ArtSupplies"
B08RCL28KS,Gold Necklace Extenders 14k Gold Plated Extender Chain 925 Sterling Silver Extension Bracelet Extender Gold Chain Extenders for Necklaces 3 Pcs (1 2 3 Inch)(Gold),13.99,8.99,4.50,0.0396250000,VANBARIS,"Arts,Crafts&Sewing>Beading&JewelryMaking"
B08RDNV8KQ,TICARVE Cleaning Gel for Car Detailing Car Vent Cleaner Cleaning Putty Gel Auto Car Interior Cleaner Dust Cleaning Mud for Cars and Keyboard Cleaner Cleaning Slime Purple,9.99,6.99,4.10,0.4187500000,‎TICARVE,Automotive>CarCare
B08RHJ7CNJ,"Artownlar 72 Pack Drawing Sketching Set with 8x11"" Sketchbook | Pro Art Supplies Kit for Artist Adults Teens Beginner | Graphite Charcoal, Watercolor & Metallic Colored Pencils in Gift Case.",29.99,26.99,4.80,1.0000000000,Artownlar,"Arts,Crafts&Sewing>Painting,Drawing&ArtSupplies"
B08RS4C67L,"REOLINK Indoor Security Camera, 2.4/5 GHz Wi-Fi, E1 Pro 4MP HD Plug-in Pet Camera, 360 Degree Baby/Pet Monitor with Auto Tracking, Person/Pet Detection, Night Vision, 2-Way Audio, Local Storage",69.99,54.99,4.30,0.4375000000,REOLINK,Electronics>Camera&Photo
B08RS82GQM,"925 Sterling Silver Earring Hooks 150 PCS/75 Pairs,Ear Wires Fish Hooks,500pcs Hypoallergenic Earring Making kit with Jump Rings and Clear Silicone Backs Stoppers (Silver)",12.99,8.99,4.60,0.0220000000,Huucky,"Arts,Crafts&Sewing>Beading&JewelryMaking"
B08RX1BQ9S,"Body Fat Scale, Posture Extra Large Display Digital Bathroom Wireless Weight Scale Composition Analyzer with Heart Rate Heart Index & Body Shape Index with Free APP 400Lb Black",59.99,34.95,4.60,0.2187500000,Posture,Home&Kitchen>Bath
B08RXZW69N,"XY-WQ Mold Free Bath Toys No Hole, for Infants 6-12& Toddlers 1-3, No Hole No Mold Bathtub Toys (Dinosaur, 6 Pcs with Mesh Bag)",14.99,12.99,4.70,0.3312500000,Generic,Toys&Games>Baby&ToddlerToys
B08RY5KN7L,KLIM F1 Earbuds with Microphone + New Version + Excellent Audio Quality + Long-Lasting Wired Earphones with Mic + 5 Years Warranty + 3.5 mm Jack in Ear Headphones + Media Controls + Gaming Earbuds,6.63,5.97,4.10,0.0440000000,KLIM,"Electronics>Headphones,Earbuds&Accessories>Headphones&Earbuds"
B08RYWH185,"Piochoo Calligraphy Pens,8 Size Calligraphy Pens for Writing,Brush Pens Calligraphy Set for Beginners, Hand Lettering Pens",16.99,12.99,4.40,0.1300000000,Piochoo,"Arts,Crafts&Sewing>Painting,Drawing&ArtSupplies"
B08S2WXBP8,MUSICOZY Sleep Headphones Bluetooth 5.2 Headband Sleeping Eye Mask for Mom Women Men Wireless Music Earbuds Earphones for Side Sleepers Built-in HD Speakers Cool Gadgets Unique Gifts,39.99,18.39,4.30,0.2312500000,MUSICOZY,"Electronics>Headphones,Earbuds&Accessories>Headphones&Earbuds"
B08S3JYG32,"30W USB C Car Charger, [2Pack] PD 3.0 Fast Charge Dual Port USB Type C and 2.4a USB A Cargador Carro Lighter Adapter Base for iPhone, iPad, Samsung Galaxy, LG, Google Pixel GPS, Z Play Droid, Motorola",14.99,11.99,4.60,0.0220000000,AILKIN,Automotive>CarElectronics&Accessories
B08S9QVXLL,Fill N' Splash Submarine Bath Toy - Bath Toys for Toddlers 1-3 - 4 - 5 Years Old Bath Tub Toys for Boys & Girls - Toddler Bath Toys - Bathtub Toys - Baby Bath Toys - Perfect for Toddler Bath,39.95,24.95,4.40,0.9000000000,Generic,Toys&Games>Baby&ToddlerToys
B08SBFGMDB,"Boulder Tools - Compact Tire Repair kit with Molle Storage Pouch. Heavy Duty Universal Tire Plug Kit, Easily Stores Inside Your UTV, ATV, Truck, Motorcycle, Overlanding Gear or RV",43.99,23.99,4.70,1.8700000000,‎Boulder Tools,Automotive>Tools&Equipment
B08SFGCNCG,Stardrops - The Pink Stuff - Miracle Bathroom Foam Cleaner 750ml,9.99,5.97,4.30,1.8300000000,Stardrops,Health&Household>HouseholdSupplies
B08SJ3KTB2,"MEIRUBY Lighter Electric Candle Lighter Birthday Gifts for Women Mom Wife Men, Long Electronic Rechargeable USB Lighter Arc Windproof Flameless Lighters for Candle Camping BBQ (Rose Gold)",18.99,8.48,4.50,0.1806250000,Generic,Health&Household>HouseholdSupplies
B08SJ51H46,"ZNXZXP 30 Pack Bulk Kids Earbuds for Classroom,Student Wired Headphones in Ear Earbuds for School Librariy,3.5mm Multi Colored Wholesale Earphones for Chromebook Laptop PC",22.17,19.95,3.70,0.0264375000,ZNXZXP,"Electronics>Headphones,Earbuds&Accessories>Headphones&Earbuds"
B08SJ6C1H8,GETHPEN Angular Paint Brushes Nylon Hair Angled Watercolor Pait Brush Set for Acrylics Watercolors Gouache Inks Oil and Tempera(12pcs Pearl White Angled Paintbrush Set),12.99,7.97,4.60,0.2200000000,GETHPEN,"Arts,Crafts&Sewing>Painting,Drawing&ArtSupplies"
B08SLQCGZK,Transon Detail Thin Paint Brush Set 6pcs for Model Minature Craft and Art Painting Green,14.99,7.99,4.70,0.1000000000,TRANSON,"Arts,Crafts&Sewing>Painting,Drawing&ArtSupplies"
B08SM17MM9,Quarble Sticky Magnetic Phone Mount Compatible with Magsafe 14 13 12 Pro Max Mini Car Mount and Wall Mount,14.99,12.99,4.30,0.0906250000,Quarble,Automotive>CarElectronics&Accessories
B08SM86LZL,35000pcs 2mm 12/0 Seed Beads Craft Set Bracelets Necklace Ring Making Kits Glass Seed Letter Alphabet Beads Charms Pendants DIY Art Kit for Girls,15.99,13.99,4.50,1.0000000000,Urradia,"Arts,Crafts&Sewing>Beading&JewelryMaking"
B08SM9N9DG,"Double Din Car Stereo Compatible with Voice Control Apple Carplay - 7 Inch HD LCD Touchscreen Monitor, Bluetooth, Subwoofer, USB/SD Port, A/V Input, AM/FM Car Radio Receiver, Backup Camera",149.99,139.99,3.90,2.5500000000,SJOYBRING,Automotive>CarElectronics&Accessories
B08SQ9GGJ8,"JOYIN 12Pcs Light Up Bath Toys, Toddler Flashing Colourful LED Bathtub Mermaid Toy, Baby Bathtime Floating Rubber Shower Toy for Infant Baby Kids Boy Girl Birthday Valentines Gift Swimming Pool Party",34.99,21.99,4.30,0.8375000000,Generic,Toys&Games>Baby&ToddlerToys
B08SQPT4W1,"KISS Falscara Multipack False Eyelashes, Lash Clusters, Lengthening Wisps', 10mm-12mm-14mm, Includes 24 Assorted Lengths Wisps, Contact Lens Friendly, Easy to Apply, Reusable Strip Lashes",9.99,6.47,4.30,0.0312500000,KISS,Beauty&PersonalCare>Makeup
B08SR1699Z,pH-D Feminine Health - 600 mg Boric Acid Suppositories - Woman Owned - for Vaginal Odor Use - 12 Count,10.99,9.79,4.70,0.0012500000,pH-D Feminine Health Support,Health&Household>HealthCare
B08STDRFYW,"Bounty Select-A-Size Paper Towels, Print, 2 Triple Rolls = 6 Regular Rolls",9.69,6.97,4.70,1.4900000000,Bounty,Home&Kitchen>Kitchen&Dining
B08SVMNSHF,"Hoedia Earring Lifters, 6 Pairs Magic Earring Backs, Hypoallergenic Adjustable Secure Earring Lifts, Safety Earring Backs for Droopy Ear Lobes",6.99,5.99,3.90,0.0396250000,Hoedia,"Arts,Crafts&Sewing>Beading&JewelryMaking"
B08SW1G4Z9,"Wireless Car Charger,15W Qi Fast Charging Car Charger Phone Holder Mount, Auto-Clamping Alignment Windshield Dashboard Air Vent Cell Phone Holder for iPhone 15 Pro Max/15 Pro, Galaxy S23/S22 etc",31.99,29.99,4.30,0.4937500000,JOYROOM,Automotive>CarElectronics&Accessories
B08SXRSYSL,LAURA GELLER NEW YORK Spackle Super-Size - Hydrate - 2 Fl Oz - Skin Perfecting Primer Makeup with Hyaluronic Acid - Long-Wear Foundation Face Primer,36.00,17.00,4.30,0.1806250000,LAURA GELLER NEW YORK,Beauty&PersonalCare>Makeup
B08T1DXLLD,"TOLLEFE Car Phone Holder, [Thick Cases Friendly] Car Phone Holder Mount, Hands-Free Phone Mount for Car Fit for iPhone for Samsung and Smartphone",13.97,9.99,4.30,0.3125000000,TOLLEFE,Automotive>CarElectronics&Accessories
B08T2VDK68,"ATTITUDE Dishwashing Liquid, EWG Verified, Advanced Degreasing Power, Plant- and Mineral-Based Ingredients, Vegan and Cruelty-free, Unscented, 23.7 Fl Oz",7.99,5.37,4.40,1.7000000000,ATTITUDE,Health&Household>HouseholdSupplies
B08T6GD6BV,"WowWee Baby Shark's Big Show! Bath Sprinkler and Water Toy – Kids Bath Toys,Yellow",12.99,10.99,3.90,0.6375000000,Generic,Toys&Games>Baby&ToddlerToys
B08T93YNQ2,"BRIOFOX Extra-Large Adhesive Shower Curtain Rod Holder | No Drilling | Invisible Wall Mount Holder | Transparent Rod Retainer, 2 Pack(Rod Not Included)",14.99,6.39,4.40,0.0396250000,BRIOFOX,Home&Kitchen>Bath
B08TBHBMHN,Quarble Compatible with Mag Safe Car Mount Dashboard Magnetic 360° Adjustable Phone Holder Compatible with iPhone 15/14/ 13/12/ Pro/Pro Max No Metal Plate Needed 2023 All New,18.99,16.99,4.30,0.1300000000,Quarble,Automotive>CarElectronics&Accessories
B08TGZKG75,"smiry Memory Foam Bath Mat, Extra Soft Absorbent Bathroom Rugs Non Slip Bath Rug Runner for Shower Bathroom Floors, 24"" x 16"", Black",10.61,9.99,4.30,0.6000000000,smiry,Home&Kitchen>Bath
B08TGZKHR9,"LISEN Cup Holder Phone Mount for Car No Shaking Cup Phone Holder for Car Rock Solid Car Phone Holder Mount for Cars, Trucks, SUVs, Compatible with iPhone 15 14 13 Plus Pro Max Samsung All 4-7'' Phone",24.99,19.99,4.50,0.0110000000,LISEN,Automotive>CarElectronics&Accessories
B08THBQMXR,"PH PandaHall Breakaway Clasp for Lanyard, 30 Set Black 24mm Plastic Barrel Connectors Safety Clasps with 10m 2mm Nylon Lanyard String Cords for Necklaces Bracelets Lanyards Jewelry DIY Craft Making",7.99,7.19,4.70,0.1100000000,PH PandaHall,"Arts,Crafts&Sewing>Beading&JewelryMaking"
B08THWWDTC,"Portable Speaker, Wireless Bluetooth Speaker, IPX7 Waterproof, 25W Loud Stereo Sound, Bassboom Technology, TWS Pairing, Built-in Mic, 16H Playtime with Lights for Home Outdoor - Black",69.99,39.99,4.60,1.0000000000,SOWO,Electronics>Accessories&Supplies
B08TJ3Q99P,"The Rag Company - Premium Chenille Microfiber Knobby Wash Mitts - Perfect for Car Washing and Detailing; Scratch-Free, Lint-Free, Double-Sided, Plush, and Absorbent; Lime Green + Blue (2-Pack)",16.95,9.99,4.50,0.6625000000,The Rag Company,Automotive>CarCare
B08TLK1ZSV,"9 x 12 inches Sketch Book, Top Spiral Bound Sketch Pad, 1 Pack 100-Sheets (68lb/100gsm), Acid Free Art Sketchbook Artistic Drawing Painting Writing Paper for Kids Adults Beginners Artists",17.99,11.99,4.80,0.2206250000,Fuxi,"Arts,Crafts&Sewing>Painting,Drawing&ArtSupplies"
B08TLV8GM5,"Urbanista Wireless Over Ear Bluetooth Headphones, 50 Hours Play Time, Active Noise Cancelling Wireless Headset with Microphone, On Ear Detection with Carry Case, Miami, Ruby Red",149.00,94.99,3.80,0.6812500000,Urbanista,"Electronics>Headphones,Earbuds&Accessories>Headphones&Earbuds"
B08TMBFZ9D,"5.5"" x 8.5"" Sketchbook Set, Top Spiral Bound Sketch Pad, 2 Packs 100-Sheets Each (68lb/100gsm), Acid Free Art Sketch Book Artistic Drawing Painting Writing Paper for Beginners Artists",17.99,9.98,4.70,0.2206250000,Fuxi,"Arts,Crafts&Sewing>Painting,Drawing&ArtSupplies"
B08TMTFR6B,"Raycon The Everyday Wireless Bluetooth Over Ear Headphones, with Active Noise Cancelling, Awareness Mode and Built in Microphone, IPX 4 Water Resistance, 38 Hours of Battery Life (Black)",99.99,74.99,4.50,0.4687500000,Raycon,Electronics>Accessories&Supplies
B08TQPJ92B,"Bath Toys Fish Set, Fishing Game w/ Swimming Tortoise, Fishing Pole & Net, Fish Game Bathtub Water Table Shower Pool Bathroom Toy for Toddlers Baby Kids Infants Boys Girls",19.99,17.99,4.60,0.7500000000,Generic,Toys&Games>Baby&ToddlerToys
B08TRGC3MX,"SoSickWithIt Car Cleaning Window Tool, Microfiber Window Cleaning Tool with 4 Washable and Reusable Cloth Pad Head, Extendable Handle and Spray Bottle for Auto Glass Wiper Car,6 Piece Set",8.99,7.49,4.00,0.4625000000,SoSickWithIt,Automotive>CarCare
B08TT1RRGP,"REDTIGER F7N 4K Dash Cam Front and Rear,Built-in WiFi GPS 4K+1080P Dual Dash Camera for Cars,3.18 inch Display Dashcam,170° Wide Angle Dashboard Camera Recorder, Night Vision,Parking Monitor",199.99,118.99,4.30,1.3400000000,REDTIGER,Automotive>CarElectronics&Accessories
B08TTV2TVC,"Evelots Car Windshield Cleaner Chamois, 2 Pack, Window Glass Defogger Sponge, Beige",9.99,7.98,4.20,0.0900000000,‎Evelots,Automotive>CarCare
B08TVN1CVZ,"LIANSUM AC Power Adapter for Fisher Price Cradle Swings, 6V, 6.6ft Cable, LED Indicator",11.79,9.99,4.50,0.2400000000,LIANSUM,BabyProducts>Activity&Entertainment
B08TWF5217,"Car Seat Covers Canopy Cover - Multi-use Cover Carseat Canopy, Breathable Breastfeeding Cover, Car Seat Covers for Bbies, Boys & Girls Shower Gifts (Dark Blue Dinosaur)",16.95,9.99,4.80,0.4625000000,Generic,BabyProducts>CarSeats&Accessories
B08TWLXHH6,"Shower Curtain Hooks, Goowin Shower Curtain Rings, Stainless Steel Black Shower Curtain Hooks Rust Proof, Free Sliding Double Shower Hooks for Curtain, Shower Curtains & Liners (Black)",10.87,5.93,4.70,0.4318750000,Goowin,Home&Kitchen>Bath
B08TWMZFR8,visnfa Upgraded Bike Phone Mount 360° Rotatable Universal Bicycle Motorcycle Scooter Bike Accessories Handlebar Phone Clip / Bike Phone Holder for Any Smartphones Between 3.5 and 7.0 inches,23.99,15.95,4.40,0.2937500000,visnfa,Automotive>CarElectronics&Accessories
B08TZY61DP,"Fujifilm Instax Mini Instant Film, 10 Sheets×5 Pack(Total 50 Shoots) [Bulk Packaging]",49.99,40.32,4.80,0.4875000000,Fujifilm,Electronics>Camera&Photo
B08V48782P,"ARTISTO Watercolor Pads 9x12”, Pack of 2 (60 Sheets), Glue Bound, Acid-Free Paper, 140lb (300gsm), Perfect for Most Wet & Dry Media, Ideal for Beginners, Artists & Professionals",26.29,22.99,4.80,3.2900000000,Artisto,"Arts,Crafts&Sewing>Painting,Drawing&ArtSupplies"
B08V4D8YBC,"Bounty Select-A-Size Paper Towels, White, 2 Triple Rolls = 6 Regular Rolls",9.19,6.97,4.80,1.4900000000,Bounty,Health&Household>HouseholdSupplies
B08V8NPY3Y,"[Upgraded] Miracase Universal Magnetic Phone Holder for Car,[2nd Generation Vent Clip&Strong Magnets] Hands Free Car Phone Mount, Air Vent Cell Phone Holder for All Phones",24.99,16.99,4.40,0.2425000000,Miracase,Automotive>CarElectronics&Accessories
B08V9GVZKZ,"Belkin SoundForm Mini - Wireless Bluetooth Headphones For Kids with Built In Microphone - On-Ear Earphones for iPhone, iPad, Fire Tablet & more - Pink",34.99,27.27,4.50,0.3000000000,Belkin,"Electronics>Headphones,Earbuds&Accessories>Headphones&Earbuds"
B08VCZRLRL,20W Fast Charger [MFi Certified] USB-C Wall Charger Block with 6Ft Charging Cable Compatible with IP 14/14 Pro/14 Plus/14 Pro Max/13/13 Mini/13 Pro/13 Pro Max/12/11/X/ & More,11.10,9.99,4.50,0.1493750000,CXX,Electronics>Accessories&Supplies
B08VF9WZ5V,"Boutique Calligraphy Stencil Template Kit - 45 Reusable Pieces Includes Lettering Upper and Lowercase both Large Small, Numbers, Punctuation, Laurels Flowers For Arts Crafts Painting Wood",29.99,22.99,4.50,1.0100000000,Citrusy Boutique,"Arts,Crafts&Sewing>Painting,Drawing&ArtSupplies"
B08VGJ1TK9,"NEEWER Selfie Light with Front & Back Phone Clip, High Power 60 LED 2000mAh Rechargeable CRI 95+, 3 Light Modes, Portable Clip on Light for Tablet/Laptop, Zoom Call TikTok Video Fill Light (NL-60AI)",39.93,35.94,4.70,0.3062500000,Neewer,Electronics>Accessories&Supplies
B08VJ677RB,"Shower Head, 8‘’ High Pressure Rainfall/Handheld Shower Combo with 11'' Extension Arm, 9 Settings, Anti-leak Shower Head with Holder, Height/Angle Adjustable, Chrome, Matte Black",79.99,52.99,4.40,3.6000000000,Tudoccy,Home&Kitchen>Bath
B08VNT6MP7,ALVABABY Stretchy Jersey Bassinet Sheet 2 Pack Changing Pad Covers Soft and Light Baby Cradle Mattress for Boys and Girls 2CZE01,16.99,8.49,4.70,0.6375000000,ALVABABY,BabyProducts>Activity&Entertainment
B08VQW1XSD,"Relentless Drive Microfiber Bug Sponge (6 Pack) – Large Car Sponge for Car Washing, Ultra Soft Mesh Sponges, Scratch-Free for Car, Truck, SUV, RV, Boat, and Motorcycle",19.99,14.99,4.60,0.3312500000,‎Relentless Drive,Automotive>CarCare
B08VRR81CC,"MIPEACE Ear Plug Headphones for Work, Custom-fit Work Earbuds Earphones-Safety Headphones for Construction Industrial",21.10,18.99,4.10,0.0277500000,MIPEACE,"Electronics>Headphones,Earbuds&Accessories>Headphones&Earbuds"
B08VTVZYQV,Handmade Macrame Baby Swing Natural Rope Hammock for Baby Macrame Swing Chair for Baby,85.00,69.99,4.60,3.6500000000,S.N.HANDICRAFTS,BabyProducts>Activity&Entertainment
B08VVT8RG3,"Creativity for Kids Sensory Bin: Dinosaur Dig - Dinosaur Toys for Kids Ages 3-5+, Preschool Learning Activities, Kids Gifts for Boys and Girls",24.99,14.97,4.60,4.7000000000,Creativity for Kids,Toys&Games>Baby&ToddlerToys
B08W2D2511,"Pack and Play Sheets, 2 Pack Mini Crib Sheets, Stretchy Playard Fitted Sheet, Compatible with Graco Pack n Play, Soft and Breathable Material, Stars & Bunny",15.99,13.88,4.60,0.5500000000,‎Moonsea,BabyProducts>Activity&Entertainment
B08W2JSMHR,"Neewer X12 Aluminum Alloy Teleprompter for iPad Tablet Smartphone DSLR Cameras with Remote Control, APP Compatible with iOS/Android for Online Teaching/Vlogger/Live Streaming, Carry Case Included",221.10,198.99,4.40,2.2000000000,Neewer,Electronics>Accessories&Supplies
B08W3M4197,"Evercare All-Purpose Pet Mega Oversized Lint Roller Refills, Green, 3-Pack (150 Sheets)",26.99,19.97,4.60,1.9100000000,Evercare,Health&Household>HouseholdSupplies
B08W72YXFP,"Dr. Scholl's® Float-On-Air® Comfort Insoles, Women, 1 Pair, Full Length",20.49,14.00,4.30,0.2206250000,Dr. Scholl's,Health&Household>HealthCare
B08WKMVP4Q,"Symphonized SNRGY True Wireless Earbuds – Ear Buds Wireless, Bluetooth Earbuds with Microphone, Earbud in-Ear Headphones, Earbuds Wireless Bluetooth Noise Isolating",88.88,79.99,4.20,0.3500000000,Symphonized,"Electronics>Headphones,Earbuds&Accessories>Headphones&Earbuds"
B08WM3LJQB,JBL Tune 510BT: Wireless On-Ear Headphones with Purebass Sound - Black,49.95,43.25,4.60,0.3500000000,JBL,"Electronics>Headphones,Earbuds&Accessories>Headphones&Earbuds"
B08WPQ12XX,"AquaCare High Pressure 8-mode Handheld Shower Head - Anti-clog Nozzles, Built-in Power Wash to Clean Tub, Tile & Pets, Extra Long 6 ft. Stainless Steel Hose, Wall & Overhead Brackets",29.94,25.20,4.60,1.5000000000,Hotel Spa,Home&Kitchen>Bath
B08WQB3JQW,"Baby Trend Smarts Steps 3-in-1 Bounce N’ Play Activity Center PLUS, Tike Hike",89.99,59.49,4.50,10.7800000000,Generic,BabyProducts>Activity&Entertainment
B08WWRYM92,Samsung Galaxy Buds Pro True Wireless Noise Cancelling Earbuds - Phantom Black,199.99,139.99,4.50,0.3312500000,SAMSUNG,"Electronics>Headphones,Earbuds&Accessories>Headphones&Earbuds"
B08X1V7V92,"Skullcandy Push Active In-Ear Wireless Earbuds, 43 Hr Battery, Skull-iQ, Alexa Enabled, Microphone, Works with iPhone Android and Bluetooth Devices - True Black/Orange",79.99,64.99,4.00,0.2093750000,Skullcandy,"Electronics>Headphones,Earbuds&Accessories>Headphones&Earbuds"
B08X1YQ2N9,3PCS ALASOU Suction Cup Spinner Toys for 1 Year Old Boy Girl|Spinning Top Toddler Toys Age 1-2|1 2 Year Old Boy Birthday Gift|Baby Bath Toys for Kids Ages 1-3|Sensory Toys for Toddlers 1-3,15.99,9.99,4.70,0.4625000000,Generic,Toys&Games>Baby&ToddlerToys
B08X2H8T4P,"Avantree HT381 - Wireless TV Earbuds Headphones for Seniors and Hard of Hearing, Voice Clarification, L/R Balance Volume Control, Ambient Mode, Connect Both Digital & Analog Televisions",109.99,89.99,3.70,0.1493750000,Avantree,"Electronics>Headphones,Earbuds&Accessories>Headphones&Earbuds"
B08X4ZP3VN,"Adam's Polishes Graphene Shampoo Gallon, Graphene Ceramic Coating Infused Car Wash Soap, Powerful Cleaner & Protection In One Step, pH Neutral, High Suds For Foam Cannon, Foam Gun, Or Detailing Bucket",74.99,65.99,4.70,1.2000000000,‎Adam's Polishes,Automotive>CarCare
B08XNHCQCG,"Borje Disposable Face Mask, 100 PCS Black Masks, 3 Ply Protection Face Masks",14.99,5.99,4.50,0.6600000000,Borje,Home&Kitchen>Kitchen&Dining
B08XNZW8VN,"Sassy Light Up Rainbow Wheel Tray Toy, Multi",14.99,11.99,4.20,0.4625000000,Generic,Toys&Games>Baby&ToddlerToys
B08XTW1FPN,"Melissa & Doug PAW Patrol Wooden ABC Block Truck (33 Pieces) - Sort And Stack Toys, Alphabet Blocks For Toddlers, Vehicle Toys For Kids Ages 3+, 34.93 cm x 17.78 cm x 10.03 cm",32.99,17.49,4.80,0.0625000000,Generic,Toys&Games>Baby&ToddlerToys
B08XWMFDRD,"Adam's Polishes Rubber Mat & Liner Cleaner 16oz Protectant & Rubber Floor Mat Cleaning Solution for Car Detailing | Deep Cleans & Restores Mats, Truck Bed Cargo Liners, Trunk Mat Accessories & More",14.99,13.19,4.50,1.1000000000,‎Adam's Polishes,Automotive>CarCare
B08XWQTQWY,"Adam's Polishes Rubber Mat & Liner Cleaner (Gallon) Protectant & Rubber Floor Mat Cleaning Solution for Car Detailing, Deep Cleans & Restores Mats, Truck Bed Cargo Liners",49.99,43.99,4.70,1.2000000000,‎Adam's Polishes,Automotive>CarCare
B08XWXGGHH,"Colorxy Memory Foam Bathroom Rugs, Ultra Soft & Non-Slip Bath Mat, Water Absorbent and Machine Washable Bath Carpet Rug for Shower Bathroom Floor Rugs, 24''x16'', Black",29.99,9.99,4.30,0.6000000000,Colorxy,Home&Kitchen>Bath
B08XZ27VW4,"Shuttle Art Pencil Kit - 103 Drawing Pencils, Colored Pencils and Graphite Pencils in Portable Case, Sketching Supplies for Kids, Adults and Artists",36.99,27.99,4.80,3.5200000000,Shuttle Art,"Arts,Crafts&Sewing>Painting,Drawing&ArtSupplies"
B08XZ2KQZR,"OLANLY Luxury Bathroom Rug Mat 24x16, Extra Soft and Absorbent Microfiber Bath Rugs, Non-Slip Plush Shaggy Bath Carpet, Machine Wash Dry, Bath Mats for Bathroom Floor, Tub and Shower, Grey",13.73,9.89,4.40,1.2800000000,OLANLY,Home&Kitchen>Bath
B08XZNCHHD,"USB Outlet Extender Surge Protector - with Rotating Plug, 6 AC Multi Plug and 3 Ports (1 C), 1800 Joules, 3-Sided Swivel Power Strip Spaced Splitter for Home, Office, Travel",18.99,13.99,4.70,0.4125000000,Mifaso,Electronics>Accessories&Supplies
B08Y57DMLF,"Puomue 6 Pack Microfiber Glass Cleaning Cloth, 16 Inch X 16 Inch, Lint Free Quickly Clean Window, Glasses, Windshields, Mirrors, and Stainless Steel, Blue",15.99,8.99,4.70,0.6613860000,Puomue,Health&Household>HouseholdSupplies
